		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
111011010    7   25   26   29   25   24   23   20 14.770279  0.063769 	SUCCESS 130
111011100   30   23   23   21   31   38   18   32 15.851292  0.044559 	SUCCESS 131
111100000   30   33   28   24   23   17   31   23  9.351313  0.313532 	SUCCESS 132
111100010   37   34   22   18   19   20   20   30 16.815135  0.032093 	SUCCESS 133
111100100   17   19   26   29   22   27   29   29  6.884114  0.549186 	SUCCESS 134
111100110   23   20   18   18   30   20   13   32 14.473051  0.070239 	SUCCESS 135
111101000   16   27   21   15   24   19   19   27 10.269479  0.246619 	SUCCESS 136
111101010   19   20   27   32   22   33   29   29  9.961658  0.267727 	SUCCESS 137
111101100   16   26   16   17   26   26   21   22  9.354623  0.313269 	SUCCESS 138
111101110   20   33   30   15   26   24   22   28  9.934517  0.269652 	SUCCESS 139
111110000   31   28   25   30   23   23   25   26  4.030319  0.854378 	SUCCESS 140
111110010   22   22   26   31   20   26   31   28  5.766692  0.673347 	SUCCESS 141
111110100   24   25   23   17   27   19   23   26  4.136898  0.844566 	SUCCESS 142
111110110   18   26   28   31   22   28   19   23  6.349896  0.608101 	SUCCESS 143
111111000   39   32   26   22   19   21   23   32 16.088281  0.041134 	SUCCESS 144
111111010   24   23   22   24   31   19   28   31  5.817003  0.667722 	SUCCESS 145
111111100   29   27   22   25   20   22   19   25  3.756260  0.878418 	SUCCESS 146
111111110   34   25   29   31   27   18   20   23  9.588302  0.295118 	SUCCESS 147
		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	NU = 24.398438	M = 12500	N = 8	m = 9	n = 100000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001   41   24   34   40   43   22   25   22 41.064117  0.000002 	FAILURE   0
000000011   39   25   32   37   35   23   20   21 24.377592  0.001980 	FAILURE   1
000000101   28   25   35   33   25   26   24   25  8.607248  0.376503 	SUCCESS   2
000000111   32   27   20   33   34   18   24   18 14.070567  0.079945 	SUCCESS   3
000001001   30   37   25   32   30   14   21   20 17.739921  0.023263 	SUCCESS   4
000001011   27   21   26   29   26   27   22   28  2.970490  0.936196 	SUCCESS   5
000001101   25   24   23   29   27   27   26   32  4.132264  0.844997 	SUCCESS   6
000001111   27   28   24   25   22   20   31   26  3.876740  0.868070 	SUCCESS   7
000010001   22   25   26   31   26   25   28   20  3.707273  0.882522 	SUCCESS   8
000010011   26   20   16   25   26   25   20   26  4.984232  0.759260 	SUCCESS   9
000010101   34   24   26   27   21   21   20   19  7.340880  0.500340 	SUCCESS  10
000010111   27   29   18   26   24   27   24   28  3.876740  0.868070 	SUCCESS  11
000011001   28   24   22   27   30   24   27   25  2.724895  0.950419 	SUCCESS  12
000011011   26   34   34   27   25   28   25   28  9.336749  0.314689 	SUCCESS  13
000011101   19   18   19   27   27   33   22   26  8.264342  0.408084 	SUCCESS  14
000011111   30   29   25   19   17   18   25   25  7.560657  0.477518 	SUCCESS  15
000100011   24   24   25   25   27   23   23   19  1.731263  0.988172 	SUCCESS  16
000100101   22   27   21   23   26   23   30   21  3.112815  0.927079 	SUCCESS  17
000100111   23   13   16   26   22   27   22   23  9.541301  0.298706 	SUCCESS  18
